compound_id,drug,disease_id,disease,metapath,treatment,path_count,DWPC
DB00387,Procyclidine,DOID:8778,Crohn's disease,CdrGiGaD,0,1,0.001618301
DB00244,Mesalazine,DOID:9206,Barrett's esophagus,CdrGiGaD,0,3,0.001542307
DB00244,Mesalazine,DOID:10652,Alzheimer's disease,CdrGiGaD,0,8,0.001446027
DB01100,Pimozide,DOID:12361,Graves' disease,CdrGiGaD,0,4,0.001214843
DB01014,Balsalazide,DOID:12361,Graves' disease,CdrGiGaD,0,1,0.001064408
DB01224,Quetiapine,DOID:635,acquired immunodeficiency syndrome,CdrGiGaD,0,2,0.00106295
DB00810,Biperiden,DOID:8778,Crohn's disease,CdrGiGaD,0,9,0.001035576
DB00387,Procyclidine,DOID:10652,Alzheimer's disease,CdrGiGaD,1,1,0.001007036
DB01014,Balsalazide,DOID:635,acquired immunodeficiency syndrome,CdrGiGaD,0,1,0.000981336
DB01100,Pimozide,DOID:13378,Kawasaki disease,CdrGiGaD,0,2,0.000973384
DB00649,Stavudine,DOID:5408,Paget's disease of bone,CdrGiGaD,0,1,0.000957749
DB01014,Balsalazide,DOID:9206,Barrett's esophagus,CdrGiGaD,0,1,0.000927837
DB01100,Pimozide,DOID:635,acquired immunodeficiency syndrome,CdrGiGaD,0,3,0.000908274
DB00649,Stavudine,DOID:8778,Crohn's disease,CdrGiGaD,0,3,0.000856659
DB01100,Pimozide,DOID:5408,Paget's disease of bone,CdrGiGaD,0,2,0.000854933
DB01200,Bromocriptine,DOID:10652,Alzheimer's disease,CdrGiGaD,0,2,0.000699006
DB00993,Azathioprine,DOID:10652,Alzheimer's disease,CdrGiGaD,0,2,0.000699006
DB00810,Biperiden,DOID:13378,Kawasaki disease,CdrGiGaD,0,2,0.000688287
DB01224,Quetiapine,DOID:9206,Barrett's esophagus,CdrGiGaD,0,2,0.000677412
DB00244,Mesalazine,DOID:5408,Paget's disease of bone,CdrGiGaD,0,1,0.000677231
DB00810,Biperiden,DOID:635,acquired immunodeficiency syndrome,CdrGiGaD,0,3,0.000642247
DB00810,Biperiden,DOID:12361,Graves' disease,CdrGiGaD,0,3,0.000623242
DB01200,Bromocriptine,DOID:14330,Parkinson's disease,CdrGiGaD,1,2,0.000623219
DB00993,Azathioprine,DOID:14330,Parkinson's disease,CdrGiGaD,0,2,0.000623219
DB01014,Balsalazide,DOID:8778,Crohn's disease,CdrGiGaD,1,1,0.000616074
DB00509,Dextrothyroxine,DOID:13378,Kawasaki disease,CdrGiGaD,0,1,0.000590097
DB00451,Levothyroxine,DOID:13378,Kawasaki disease,CdrGiGaD,0,1,0.000590097
DB00649,Stavudine,DOID:14330,Parkinson's disease,CdrGiGaD,0,2,0.00057884
DB00649,Stavudine,DOID:12361,Graves' disease,CdrGiGaD,0,1,0.000577544
DB01224,Quetiapine,DOID:5408,Paget's disease of bone,CdrGiGaD,0,1,0.000503478
DB01104,Sertraline,DOID:10652,Alzheimer's disease,CdrGiGaD,0,2,0.000494272
DB00993,Azathioprine,DOID:12361,Graves' disease,CdrGiGaD,0,1,0.000444769
DB01200,Bromocriptine,DOID:12361,Graves' disease,CdrGiGaD,0,1,0.000444769
DB01104,Sertraline,DOID:14330,Parkinson's disease,CdrGiGaD,1,2,0.000440682
DB01200,Bromocriptine,DOID:635,acquired immunodeficiency syndrome,CdrGiGaD,0,1,0.000410057
DB00993,Azathioprine,DOID:635,acquired immunodeficiency syndrome,CdrGiGaD,0,1,0.000410057
DB00244,Mesalazine,DOID:14330,Parkinson's disease,CdrGiGaD,0,2,0.000409302
DB00244,Mesalazine,DOID:12361,Graves' disease,CdrGiGaD,0,1,0.000408386
DB00451,Levothyroxine,DOID:12361,Graves' disease,CdrGiGaD,1,1,0.000378659
DB00509,Dextrothyroxine,DOID:12361,Graves' disease,CdrGiGaD,1,1,0.000378659
DB00509,Dextrothyroxine,DOID:635,acquired immunodeficiency syndrome,CdrGiGaD,0,1,0.000349106
DB00451,Levothyroxine,DOID:635,acquired immunodeficiency syndrome,CdrGiGaD,0,1,0.000349106
DB01104,Sertraline,DOID:12361,Graves' disease,CdrGiGaD,0,1,0.000314499
DB01104,Sertraline,DOID:635,acquired immunodeficiency syndrome,CdrGiGaD,0,1,0.000289954
DB00993,Azathioprine,DOID:8778,Crohn's disease,CdrGiGaD,1,1,0.00025743
DB01200,Bromocriptine,DOID:8778,Crohn's disease,CdrGiGaD,0,1,0.00025743
DB01224,Quetiapine,DOID:12361,Graves' disease,CdrGiGaD,0,1,0.000256787
DB00810,Biperiden,DOID:5408,Paget's disease of bone,CdrGiGaD,0,1,0.000213529
DB00787,Aciclovir,DOID:10652,Alzheimer's disease,CdrGiGaD,0,1,0.000191366
DB00190,Carbidopa,DOID:10652,Alzheimer's disease,CdrGiGaD,1,1,0.000191366
DB00224,Indinavir,DOID:10652,Alzheimer's disease,CdrGiGaD,0,1,0.000191366
DB01104,Sertraline,DOID:8778,Crohn's disease,CdrGiGaD,0,1,0.00018203
DB00657,Mecamylamine,DOID:5408,Paget's disease of bone,CdrGiGaD,0,0,0
DB00714,Apomorphine,DOID:12361,Graves' disease,CdrGiGaD,0,0,0
DB00734,Risperidone,DOID:9206,Barrett's esophagus,CdrGiGaD,0,0,0
DB00687,Fludrocortisone,DOID:5408,Paget's disease of bone,CdrGiGaD,0,0,0
DB00399,Zoledronate,DOID:10652,Alzheimer's disease,CdrGiGaD,0,0,0
DB00190,Carbidopa,DOID:13378,Kawasaki disease,CdrGiGaD,0,0,0
DB00268,Ropinirole,DOID:12361,Graves' disease,CdrGiGaD,0,0,0
DB00985,Dimenhydrinate,DOID:11119,Gilles de la Tourette syndrome,CdrGiGaD,0,0,0
DB00425,Zolpidem,DOID:5408,Paget's disease of bone,CdrGiGaD,0,0,0
DB00282,Pamidronate,DOID:8778,Crohn's disease,CdrGiGaD,0,0,0
DB00625,Efavirenz,DOID:5408,Paget's disease of bone,CdrGiGaD,0,0,0
DB00993,Azathioprine,DOID:9206,Barrett's esophagus,CdrGiGaD,0,0,0
DB00224,Indinavir,DOID:11119,Gilles de la Tourette syndrome,CdrGiGaD,0,0,0
DB00323,Tolcapone,DOID:5408,Paget's disease of bone,CdrGiGaD,0,0,0
DB00850,Perphenazine,DOID:635,acquired immunodeficiency syndrome,CdrGiGaD,0,0,0
DB00575,Clonidine,DOID:14330,Parkinson's disease,CdrGiGaD,0,0,0
DB01186,Pergolide,DOID:13378,Kawasaki disease,CdrGiGaD,0,0,0
DB00248,Cabergoline,DOID:10652,Alzheimer's disease,CdrGiGaD,0,0,0
DB01043,Memantine,DOID:8778,Crohn's disease,CdrGiGaD,0,0,0
DB00238,Nevirapine,DOID:11119,Gilles de la Tourette syndrome,CdrGiGaD,0,0,0
DB00916,Metronidazole,DOID:5408,Paget's disease of bone,CdrGiGaD,0,0,0
DB00495,Zidovudine,DOID:9206,Barrett's esophagus,CdrGiGaD,0,0,0
DB05271,Rotigotine,DOID:14330,Parkinson's disease,CdrGiGaD,1,0,0
DB00989,Rivastigmine,DOID:5408,Paget's disease of bone,CdrGiGaD,0,0,0
DB00736,Esomeprazole,DOID:12361,Graves' disease,CdrGiGaD,0,0,0
DB00494,Entacapone,DOID:5408,Paget's disease of bone,CdrGiGaD,0,0,0
DB00220,Nelfinavir,DOID:9206,Barrett's esophagus,CdrGiGaD,0,0,0
DB01583,Liotrix,DOID:9206,Barrett's esophagus,CdrGiGaD,0,0,0
DB00747,Scopolamine,DOID:12361,Graves' disease,CdrGiGaD,0,0,0
DB00338,Omeprazole,DOID:8778,Crohn's disease,CdrGiGaD,0,0,0
DB00334,Olanzapine,DOID:10652,Alzheimer's disease,CdrGiGaD,0,0,0
DB00625,Efavirenz,DOID:635,acquired immunodeficiency syndrome,CdrGiGaD,1,0,0
DB00734,Risperidone,DOID:11119,Gilles de la Tourette syndrome,CdrGiGaD,1,0,0
DB00313,Valproic Acid,DOID:13378,Kawasaki disease,CdrGiGaD,0,0,0
DB00763,Methimazole,DOID:5408,Paget's disease of bone,CdrGiGaD,0,0,0
DB00224,Indinavir,DOID:13378,Kawasaki disease,CdrGiGaD,0,0,0
DB00413,Pramipexole,DOID:5408,Paget's disease of bone,CdrGiGaD,0,0,0
DB00190,Carbidopa,DOID:11119,Gilles de la Tourette syndrome,CdrGiGaD,0,0,0
DB00900,Didanosine,DOID:10652,Alzheimer's disease,CdrGiGaD,0,0,0
DB00238,Nevirapine,DOID:13378,Kawasaki disease,CdrGiGaD,0,0,0
DB00376,Trihexyphenidyl,DOID:11119,Gilles de la Tourette syndrome,CdrGiGaD,0,0,0
DB00215,Citalopram,DOID:12361,Graves' disease,CdrGiGaD,0,0,0
DB00503,Ritonavir,DOID:13378,Kawasaki disease,CdrGiGaD,0,0,0
DB00509,Dextrothyroxine,DOID:9206,Barrett's esophagus,CdrGiGaD,0,0,0
DB00572,Atropine,DOID:10652,Alzheimer's disease,CdrGiGaD,0,0,0
DB00980,Ramelteon,DOID:10652,Alzheimer's disease,CdrGiGaD,0,0,0
DB00502,Haloperidol,DOID:12361,Graves' disease,CdrGiGaD,0,0,0
DB01224,Quetiapine,DOID:13378,Kawasaki disease,CdrGiGaD,0,0,0
DB01601,Lopinavir,DOID:10652,Alzheimer's disease,CdrGiGaD,0,0,0
DB00747,Scopolamine,DOID:10652,Alzheimer's disease,CdrGiGaD,1,0,0
DB00900,Didanosine,DOID:14330,Parkinson's disease,CdrGiGaD,0,0,0
DB01043,Memantine,DOID:5408,Paget's disease of bone,CdrGiGaD,0,0,0
DB00630,Alendronate,DOID:8778,Crohn's disease,CdrGiGaD,0,0,0
DB00714,Apomorphine,DOID:5408,Paget's disease of bone,CdrGiGaD,0,0,0
DB00334,Olanzapine,DOID:14330,Parkinson's disease,CdrGiGaD,0,0,0
DB00985,Dimenhydrinate,DOID:14330,Parkinson's disease,CdrGiGaD,1,0,0
DB00709,Lamivudine,DOID:8778,Crohn's disease,CdrGiGaD,0,0,0
DB00850,Perphenazine,DOID:9206,Barrett's esophagus,CdrGiGaD,0,0,0
DB00843,Donepezil,DOID:11119,Gilles de la Tourette syndrome,CdrGiGaD,0,0,0
DB00387,Procyclidine,DOID:11119,Gilles de la Tourette syndrome,CdrGiGaD,0,0,0
DB01232,Saquinavir,DOID:13378,Kawasaki disease,CdrGiGaD,0,0,0
DB00635,Prednisone,DOID:10652,Alzheimer's disease,CdrGiGaD,0,0,0
DB05271,Rotigotine,DOID:8778,Crohn's disease,CdrGiGaD,0,0,0
DB01235,L-DOPA,DOID:635,acquired immunodeficiency syndrome,CdrGiGaD,0,0,0
DB00245,Benzatropine,DOID:635,acquired immunodeficiency syndrome,CdrGiGaD,0,0,0
DB00705,Delavirdine,DOID:10652,Alzheimer's disease,CdrGiGaD,0,0,0
DB00425,Zolpidem,DOID:14330,Parkinson's disease,CdrGiGaD,1,0,0
DB00246,Ziprasidone,DOID:10652,Alzheimer's disease,CdrGiGaD,0,0,0
DB01235,L-DOPA,DOID:10652,Alzheimer's disease,CdrGiGaD,0,0,0
DB01077,Etidronic acid,DOID:635,acquired immunodeficiency syndrome,CdrGiGaD,0,0,0
DB00996,Gabapentin,DOID:635,acquired immunodeficiency syndrome,CdrGiGaD,0,0,0
DB01133,Tiludronate,DOID:10652,Alzheimer's disease,CdrGiGaD,0,0,0
DB01037,Selegiline,DOID:13378,Kawasaki disease,CdrGiGaD,0,0,0
DB00338,Omeprazole,DOID:10652,Alzheimer's disease,CdrGiGaD,0,0,0
DB00745,Modafinil,DOID:13378,Kawasaki disease,CdrGiGaD,0,0,0
DB00701,Amprenavir,DOID:8778,Crohn's disease,CdrGiGaD,0,0,0
DB01175,Escitalopram,DOID:13378,Kawasaki disease,CdrGiGaD,0,0,0
DB00387,Procyclidine,DOID:13378,Kawasaki disease,CdrGiGaD,0,0,0
DB00736,Esomeprazole,DOID:5408,Paget's disease of bone,CdrGiGaD,0,0,0
DB00268,Ropinirole,DOID:10652,Alzheimer's disease,CdrGiGaD,1,0,0
DB00424,Hyoscyamine,DOID:10652,Alzheimer's disease,CdrGiGaD,0,0,0
DB00163,Vitamin E,DOID:14330,Parkinson's disease,CdrGiGaD,0,0,0
DB00494,Entacapone,DOID:14330,Parkinson's disease,CdrGiGaD,1,0,0
DB00279,Liothyronine,DOID:635,acquired immunodeficiency syndrome,CdrGiGaD,0,0,0
DB00795,Sulfasalazine,DOID:5408,Paget's disease of bone,CdrGiGaD,0,0,0
DB00399,Zoledronate,DOID:14330,Parkinson's disease,CdrGiGaD,0,0,0
DB00747,Scopolamine,DOID:5408,Paget's disease of bone,CdrGiGaD,0,0,0
DB01075,Diphenhydramine,DOID:12361,Graves' disease,CdrGiGaD,0,0,0
DB00850,Perphenazine,DOID:11119,Gilles de la Tourette syndrome,CdrGiGaD,1,0,0
DB00550,Propylthiouracil,DOID:5408,Paget's disease of bone,CdrGiGaD,0,0,0
DB00996,Gabapentin,DOID:9206,Barrett's esophagus,CdrGiGaD,0,0,0
DB00494,Entacapone,DOID:8778,Crohn's disease,CdrGiGaD,0,0,0
DB00701,Amprenavir,DOID:5408,Paget's disease of bone,CdrGiGaD,0,0,0
DB01367,Rasagiline,DOID:9206,Barrett's esophagus,CdrGiGaD,0,0,0
DB01601,Lopinavir,DOID:14330,Parkinson's disease,CdrGiGaD,0,0,0
DB00701,Amprenavir,DOID:635,acquired immunodeficiency syndrome,CdrGiGaD,1,0,0
DB01104,Sertraline,DOID:13378,Kawasaki disease,CdrGiGaD,0,0,0
DB00425,Zolpidem,DOID:8778,Crohn's disease,CdrGiGaD,0,0,0
DB00268,Ropinirole,DOID:14330,Parkinson's disease,CdrGiGaD,1,0,0
DB00279,Liothyronine,DOID:9206,Barrett's esophagus,CdrGiGaD,0,0,0
DB00674,Galantamine,DOID:11119,Gilles de la Tourette syndrome,CdrGiGaD,0,0,0
DB00313,Valproic Acid,DOID:12361,Graves' disease,CdrGiGaD,0,0,0
DB00674,Galantamine,DOID:10652,Alzheimer's disease,CdrGiGaD,1,0,0
DB01033,Mercaptopurine,DOID:5408,Paget's disease of bone,CdrGiGaD,0,0,0
DB00763,Methimazole,DOID:8778,Crohn's disease,CdrGiGaD,0,0,0
DB00705,Delavirdine,DOID:14330,Parkinson's disease,CdrGiGaD,0,0,0
DB00709,Lamivudine,DOID:10652,Alzheimer's disease,CdrGiGaD,0,0,0
DB00502,Haloperidol,DOID:10652,Alzheimer's disease,CdrGiGaD,1,0,0
DB00238,Nevirapine,DOID:12361,Graves' disease,CdrGiGaD,0,0,0
DB00158,Folic Acid,DOID:5408,Paget's disease of bone,CdrGiGaD,0,0,0
DB01133,Tiludronate,DOID:14330,Parkinson's disease,CdrGiGaD,0,0,0
DB01048,Abacavir,DOID:13378,Kawasaki disease,CdrGiGaD,0,0,0
DB00190,Carbidopa,DOID:12361,Graves' disease,CdrGiGaD,0,0,0
DB00338,Omeprazole,DOID:14330,Parkinson's disease,CdrGiGaD,0,0,0
DB01583,Liotrix,DOID:12361,Graves' disease,CdrGiGaD,1,0,0
DB00884,Risedronate,DOID:11119,Gilles de la Tourette syndrome,CdrGiGaD,0,0,0
DB00985,Dimenhydrinate,DOID:12361,Graves' disease,CdrGiGaD,0,0,0
DB00338,Omeprazole,DOID:9206,Barrett's esophagus,CdrGiGaD,1,0,0
DB00224,Indinavir,DOID:12361,Graves' disease,CdrGiGaD,0,0,0
DB00945,Acetylsalicylic acid,DOID:11119,Gilles de la Tourette syndrome,CdrGiGaD,0,0,0
DB05271,Rotigotine,DOID:5408,Paget's disease of bone,CdrGiGaD,0,0,0
DB01186,Pergolide,DOID:12361,Graves' disease,CdrGiGaD,0,0,0
DB00915,Amantadine,DOID:635,acquired immunodeficiency syndrome,CdrGiGaD,0,0,0
DB00245,Benzatropine,DOID:9206,Barrett's esophagus,CdrGiGaD,0,0,0
DB00635,Prednisone,DOID:14330,Parkinson's disease,CdrGiGaD,0,0,0
DB00246,Ziprasidone,DOID:14330,Parkinson's disease,CdrGiGaD,0,0,0
DB00575,Clonidine,DOID:635,acquired immunodeficiency syndrome,CdrGiGaD,0,0,0
DB00215,Citalopram,DOID:5408,Paget's disease of bone,CdrGiGaD,0,0,0
DB01077,Etidronic acid,DOID:9206,Barrett's esophagus,CdrGiGaD,0,0,0
DB00376,Trihexyphenidyl,DOID:14330,Parkinson's disease,CdrGiGaD,1,0,0
DB00238,Nevirapine,DOID:635,acquired immunodeficiency syndrome,CdrGiGaD,1,0,0
DB00495,Zidovudine,DOID:13378,Kawasaki disease,CdrGiGaD,0,0,0
DB00714,Apomorphine,DOID:8778,Crohn's disease,CdrGiGaD,0,0,0
DB00763,Methimazole,DOID:10652,Alzheimer's disease,CdrGiGaD,0,0,0
DB00224,Indinavir,DOID:5408,Paget's disease of bone,CdrGiGaD,0,0,0
DB00248,Cabergoline,DOID:635,acquired immunodeficiency syndrome,CdrGiGaD,0,0,0
DB00268,Ropinirole,DOID:8778,Crohn's disease,CdrGiGaD,0,0,0
DB00220,Nelfinavir,DOID:13378,Kawasaki disease,CdrGiGaD,0,0,0
DB00649,Stavudine,DOID:11119,Gilles de la Tourette syndrome,CdrGiGaD,0,0,0
DB00985,Dimenhydrinate,DOID:5408,Paget's disease of bone,CdrGiGaD,0,0,0
DB00387,Procyclidine,DOID:12361,Graves' disease,CdrGiGaD,0,0,0
DB00843,Donepezil,DOID:12361,Graves' disease,CdrGiGaD,0,0,0
DB00399,Zoledronate,DOID:635,acquired immunodeficiency syndrome,CdrGiGaD,0,0,0
DB00575,Clonidine,DOID:9206,Barrett's esophagus,CdrGiGaD,0,0,0
DB00376,Trihexyphenidyl,DOID:12361,Graves' disease,CdrGiGaD,0,0,0
DB00687,Fludrocortisone,DOID:10652,Alzheimer's disease,CdrGiGaD,0,0,0
DB01186,Pergolide,DOID:5408,Paget's disease of bone,CdrGiGaD,0,0,0
DB00916,Metronidazole,DOID:10652,Alzheimer's disease,CdrGiGaD,0,0,0
DB00163,Vitamin E,DOID:635,acquired immunodeficiency syndrome,CdrGiGaD,0,0,0
DB00334,Olanzapine,DOID:635,acquired immunodeficiency syndrome,CdrGiGaD,0,0,0
DB00736,Esomeprazole,DOID:8778,Crohn's disease,CdrGiGaD,0,0,0
DB00215,Citalopram,DOID:14330,Parkinson's disease,CdrGiGaD,1,0,0
DB00993,Azathioprine,DOID:13378,Kawasaki disease,CdrGiGaD,0,0,0
DB00494,Entacapone,DOID:10652,Alzheimer's disease,CdrGiGaD,0,0,0
DB00787,Aciclovir,DOID:14330,Parkinson's disease,CdrGiGaD,0,0,0
DB01068,Clonazepam,DOID:13378,Kawasaki disease,CdrGiGaD,0,0,0
DB00313,Valproic Acid,DOID:10652,Alzheimer's disease,CdrGiGaD,1,0,0
DB00224,Indinavir,DOID:635,acquired immunodeficiency syndrome,CdrGiGaD,1,0,0
DB00747,Scopolamine,DOID:8778,Crohn's disease,CdrGiGaD,0,0,0
DB01232,Saquinavir,DOID:12361,Graves' disease,CdrGiGaD,0,0,0
DB00376,Trihexyphenidyl,DOID:8778,Crohn's disease,CdrGiGaD,0,0,0
DB00323,Tolcapone,DOID:635,acquired immunodeficiency syndrome,CdrGiGaD,0,0,0
DB01068,Clonazepam,DOID:11119,Gilles de la Tourette syndrome,CdrGiGaD,0,0,0
DB00190,Carbidopa,DOID:5408,Paget's disease of bone,CdrGiGaD,0,0,0
DB01075,Diphenhydramine,DOID:14330,Parkinson's disease,CdrGiGaD,1,0,0
DB00625,Efavirenz,DOID:10652,Alzheimer's disease,CdrGiGaD,0,0,0
DB01037,Selegiline,DOID:12361,Graves' disease,CdrGiGaD,0,0,0
DB00575,Clonidine,DOID:11119,Gilles de la Tourette syndrome,CdrGiGaD,1,0,0
DB00915,Amantadine,DOID:9206,Barrett's esophagus,CdrGiGaD,0,0,0
DB00313,Valproic Acid,DOID:11119,Gilles de la Tourette syndrome,CdrGiGaD,0,0,0
DB00709,Lamivudine,DOID:14330,Parkinson's disease,CdrGiGaD,0,0,0
DB00649,Stavudine,DOID:13378,Kawasaki disease,CdrGiGaD,0,0,0
DB00451,Levothyroxine,DOID:9206,Barrett's esophagus,CdrGiGaD,0,0,0
DB00323,Tolcapone,DOID:10652,Alzheimer's disease,CdrGiGaD,0,0,0
DB00238,Nevirapine,DOID:5408,Paget's disease of bone,CdrGiGaD,0,0,0
DB00657,Mecamylamine,DOID:10652,Alzheimer's disease,CdrGiGaD,0,0,0
DB00989,Rivastigmine,DOID:635,acquired immunodeficiency syndrome,CdrGiGaD,0,0,0
DB00550,Propylthiouracil,DOID:8778,Crohn's disease,CdrGiGaD,0,0,0
DB00900,Didanosine,DOID:9206,Barrett's esophagus,CdrGiGaD,0,0,0
DB00736,Esomeprazole,DOID:10652,Alzheimer's disease,CdrGiGaD,0,0,0
DB00625,Efavirenz,DOID:14330,Parkinson's disease,CdrGiGaD,0,0,0
DB01133,Tiludronate,DOID:635,acquired immunodeficiency syndrome,CdrGiGaD,0,0,0
DB00635,Prednisone,DOID:635,acquired immunodeficiency syndrome,CdrGiGaD,0,0,0
DB00246,Ziprasidone,DOID:635,acquired immunodeficiency syndrome,CdrGiGaD,0,0,0
DB00190,Carbidopa,DOID:14330,Parkinson's disease,CdrGiGaD,1,0,0
DB01037,Selegiline,DOID:11119,Gilles de la Tourette syndrome,CdrGiGaD,0,0,0
DB00279,Liothyronine,DOID:12361,Graves' disease,CdrGiGaD,1,0,0
DB00248,Cabergoline,DOID:9206,Barrett's esophagus,CdrGiGaD,0,0,0
DB00268,Ropinirole,DOID:5408,Paget's disease of bone,CdrGiGaD,0,0,0
DB00795,Sulfasalazine,DOID:10652,Alzheimer's disease,CdrGiGaD,0,0,0
DB00282,Pamidronate,DOID:10652,Alzheimer's disease,CdrGiGaD,0,0,0
DB01175,Escitalopram,DOID:11119,Gilles de la Tourette syndrome,CdrGiGaD,0,0,0
DB01186,Pergolide,DOID:14330,Parkinson's disease,CdrGiGaD,1,0,0
DB00399,Zoledronate,DOID:9206,Barrett's esophagus,CdrGiGaD,0,0,0
DB01200,Bromocriptine,DOID:9206,Barrett's esophagus,CdrGiGaD,0,0,0
DB01224,Quetiapine,DOID:11119,Gilles de la Tourette syndrome,CdrGiGaD,0,0,0
DB00745,Modafinil,DOID:11119,Gilles de la Tourette syndrome,CdrGiGaD,0,0,0
DB01068,Clonazepam,DOID:14330,Parkinson's disease,CdrGiGaD,1,0,0
DB00334,Olanzapine,DOID:11119,Gilles de la Tourette syndrome,CdrGiGaD,1,0,0
DB00884,Risedronate,DOID:8778,Crohn's disease,CdrGiGaD,0,0,0
DB00503,Ritonavir,DOID:11119,Gilles de la Tourette syndrome,CdrGiGaD,0,0,0
DB00714,Apomorphine,DOID:10652,Alzheimer's disease,CdrGiGaD,0,0,0
DB00916,Metronidazole,DOID:14330,Parkinson's disease,CdrGiGaD,0,0,0
DB00163,Vitamin E,DOID:9206,Barrett's esophagus,CdrGiGaD,0,0,0
DB00424,Hyoscyamine,DOID:635,acquired immunodeficiency syndrome,CdrGiGaD,0,0,0
DB00980,Ramelteon,DOID:635,acquired immunodeficiency syndrome,CdrGiGaD,0,0,0
DB01075,Diphenhydramine,DOID:8778,Crohn's disease,CdrGiGaD,0,0,0
DB01232,Saquinavir,DOID:11119,Gilles de la Tourette syndrome,CdrGiGaD,0,0,0
DB00338,Omeprazole,DOID:635,acquired immunodeficiency syndrome,CdrGiGaD,0,0,0
DB00843,Donepezil,DOID:5408,Paget's disease of bone,CdrGiGaD,0,0,0
DB00387,Procyclidine,DOID:5408,Paget's disease of bone,CdrGiGaD,0,0,0
DB01037,Selegiline,DOID:10652,Alzheimer's disease,CdrGiGaD,1,0,0
DB00376,Trihexyphenidyl,DOID:5408,Paget's disease of bone,CdrGiGaD,0,0,0
DB00572,Atropine,DOID:635,acquired immunodeficiency syndrome,CdrGiGaD,0,0,0
DB00657,Mecamylamine,DOID:14330,Parkinson's disease,CdrGiGaD,0,0,0
DB00674,Galantamine,DOID:12361,Graves' disease,CdrGiGaD,0,0,0
DB00945,Acetylsalicylic acid,DOID:12361,Graves' disease,CdrGiGaD,0,0,0
DB00334,Olanzapine,DOID:9206,Barrett's esophagus,CdrGiGaD,0,0,0
DB00884,Risedronate,DOID:12361,Graves' disease,CdrGiGaD,0,0,0
DB00763,Methimazole,DOID:14330,Parkinson's disease,CdrGiGaD,0,0,0
DB00502,Haloperidol,DOID:8778,Crohn's disease,CdrGiGaD,0,0,0
DB00215,Citalopram,DOID:8778,Crohn's disease,CdrGiGaD,0,0,0
DB01048,Abacavir,DOID:12361,Graves' disease,CdrGiGaD,0,0,0
DB00736,Esomeprazole,DOID:9206,Barrett's esophagus,CdrGiGaD,1,0,0
DB01367,Rasagiline,DOID:11119,Gilles de la Tourette syndrome,CdrGiGaD,0,0,0
