compound_id,drug,disease_id,disease,metapath,treatment,path_count,DWPC
DB00625,Efavirenz,DOID:635,acquired immunodeficiency syndrome,CsCtD,1,1266,0.059909744
DB00734,Risperidone,DOID:10652,Alzheimer's disease,CsCtD,0,2902,0.059371163
DB00338,Omeprazole,DOID:14330,Parkinson's disease,CsCtD,0,3579,0.058826089
DB00736,Esomeprazole,DOID:14330,Parkinson's disease,CsCtD,0,3579,0.058826089
DB00701,Amprenavir,DOID:635,acquired immunodeficiency syndrome,CsCtD,1,609,0.058691345
DB01175,Escitalopram,DOID:10652,Alzheimer's disease,CsCtD,0,3178,0.058672372
DB00215,Citalopram,DOID:10652,Alzheimer's disease,CsCtD,0,3178,0.058672372
DB00745,Modafinil,DOID:14330,Parkinson's disease,CsCtD,1,3187,0.057763247
DB00495,Zidovudine,DOID:635,acquired immunodeficiency syndrome,CsCtD,1,1082,0.056838095
DB00220,Nelfinavir,DOID:635,acquired immunodeficiency syndrome,CsCtD,1,967,0.056660176
DB00625,Efavirenz,DOID:14330,Parkinson's disease,CsCtD,0,3226,0.056525932
DB00238,Nevirapine,DOID:635,acquired immunodeficiency syndrome,CsCtD,1,815,0.055786765
DB00916,Metronidazole,DOID:14330,Parkinson's disease,CsCtD,0,2872,0.055729234
DB01200,Bromocriptine,DOID:14330,Parkinson's disease,CsCtD,1,2181,0.054651964
DB01224,Quetiapine,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,1192,0.05384561
DB00996,Gabapentin,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,1750,0.053463374
DB00244,Mesalazine,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,1519,0.05341769
DB00224,Indinavir,DOID:635,acquired immunodeficiency syndrome,CsCtD,1,1142,0.053342785
DB00705,Delavirdine,DOID:635,acquired immunodeficiency syndrome,CsCtD,1,1270,0.053332971
DB00502,Haloperidol,DOID:14330,Parkinson's disease,CsCtD,0,2307,0.053230748
DB00248,Cabergoline,DOID:14330,Parkinson's disease,CsCtD,1,2063,0.052850068
DB00915,Amantadine,DOID:14330,Parkinson's disease,CsCtD,1,2209,0.052492988
DB00413,Pramipexole,DOID:10652,Alzheimer's disease,CsCtD,1,2502,0.052301483
DB00268,Ropinirole,DOID:10652,Alzheimer's disease,CsCtD,1,2598,0.052197762
DB00575,Clonidine,DOID:14330,Parkinson's disease,CsCtD,0,2474,0.051898745
DB00503,Ritonavir,DOID:635,acquired immunodeficiency syndrome,CsCtD,1,1387,0.05188727
DB00996,Gabapentin,DOID:10652,Alzheimer's disease,CsCtD,0,2609,0.051422212
DB01043,Memantine,DOID:10652,Alzheimer's disease,CsCtD,1,2257,0.051303856
DB00989,Rivastigmine,DOID:10652,Alzheimer's disease,CsCtD,1,2329,0.050836442
DB00451,Levothyroxine,DOID:12361,Graves' disease,CsCtD,1,171,0.050831128
DB00509,Dextrothyroxine,DOID:12361,Graves' disease,CsCtD,1,171,0.050831128
DB00900,Didanosine,DOID:635,acquired immunodeficiency syndrome,CsCtD,1,616,0.050727764
DB00224,Indinavir,DOID:14330,Parkinson's disease,CsCtD,0,2628,0.049682802
DB00734,Risperidone,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,1803,0.049254676
DB01104,Sertraline,DOID:10652,Alzheimer's disease,CsCtD,0,2343,0.048640931
DB00399,Zoledronate,DOID:5408,Paget's disease of bone,CsCtD,1,338,0.048466788
DB05271,Rotigotine,DOID:14330,Parkinson's disease,CsCtD,1,1960,0.048420582
DB00313,Valproic Acid,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,1386,0.04797575
DB00399,Zoledronate,DOID:14330,Parkinson's disease,CsCtD,0,2725,0.047755904
DB00246,Ziprasidone,DOID:10652,Alzheimer's disease,CsCtD,0,2003,0.047182482
DB00884,Risedronate,DOID:14330,Parkinson's disease,CsCtD,0,2253,0.04699484
DB00989,Rivastigmine,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,1590,0.04682132
DB01186,Pergolide,DOID:10652,Alzheimer's disease,CsCtD,0,2017,0.046770175
DB00787,Aciclovir,DOID:14330,Parkinson's disease,CsCtD,0,2314,0.04660262
DB01037,Selegiline,DOID:10652,Alzheimer's disease,CsCtD,1,2187,0.046129965
DB00268,Ropinirole,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,1762,0.04603914
DB00282,Pamidronate,DOID:14330,Parkinson's disease,CsCtD,0,2336,0.045996723
DB00495,Zidovudine,DOID:14330,Parkinson's disease,CsCtD,0,2452,0.045995455
DB01104,Sertraline,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,1553,0.045934511
DB00736,Esomeprazole,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,1368,0.045917927
DB00338,Omeprazole,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,1368,0.045917927
DB01175,Escitalopram,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,1884,0.045584318
DB00215,Citalopram,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,1884,0.045584318
DB01583,Liotrix,DOID:12361,Graves' disease,CsCtD,1,182,0.045520079
DB01037,Selegiline,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,1532,0.045456161
DB01224,Quetiapine,DOID:10652,Alzheimer's disease,CsCtD,1,2160,0.045415186
DB00709,Lamivudine,DOID:14330,Parkinson's disease,CsCtD,0,2635,0.044997836
DB01224,Quetiapine,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,1560,0.044885706
DB01175,Escitalopram,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,1389,0.044732314
DB00215,Citalopram,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,1389,0.044732314
DB01043,Memantine,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,1552,0.044529661
DB00413,Pramipexole,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,1669,0.044458053
DB00572,Atropine,DOID:8778,Crohn's disease,CsCtD,1,443,0.044170546
DB00424,Hyoscyamine,DOID:8778,Crohn's disease,CsCtD,1,443,0.044170546
DB00413,Pramipexole,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,1243,0.04416015
DB01100,Pimozide,DOID:14330,Parkinson's disease,CsCtD,0,1757,0.044152994
DB00502,Haloperidol,DOID:11119,Gilles de la Tourette syndrome,CsCtD,1,554,0.043787581
DB00425,Zolpidem,DOID:10652,Alzheimer's disease,CsCtD,0,1975,0.043547908
DB00246,Ziprasidone,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,1332,0.043521949
DB00494,Entacapone,DOID:10652,Alzheimer's disease,CsCtD,0,1753,0.043473097
DB00282,Pamidronate,DOID:5408,Paget's disease of bone,CsCtD,1,303,0.043414242
DB00916,Metronidazole,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,1116,0.042900347
DB00850,Perphenazine,DOID:14330,Parkinson's disease,CsCtD,0,1535,0.042686059
DB01583,Liotrix,DOID:14330,Parkinson's disease,CsCtD,0,1918,0.042572701
DB00323,Tolcapone,DOID:10652,Alzheimer's disease,CsCtD,0,1823,0.042279333
DB00503,Ritonavir,DOID:10652,Alzheimer's disease,CsCtD,0,2010,0.042216517
DB00843,Donepezil,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,1329,0.041944939
DB01104,Sertraline,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,1096,0.041896549
DB01367,Rasagiline,DOID:10652,Alzheimer's disease,CsCtD,0,1752,0.041851781
DB00843,Donepezil,DOID:10652,Alzheimer's disease,CsCtD,1,1867,0.041466266
DB00268,Ropinirole,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,1257,0.041226379
DB00734,Risperidone,DOID:11119,Gilles de la Tourette syndrome,CsCtD,1,963,0.040998753
DB00747,Scopolamine,DOID:14330,Parkinson's disease,CsCtD,1,1376,0.04098127
DB00745,Modafinil,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,1170,0.0407855
DB00494,Entacapone,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,1205,0.040614632
DB01186,Pergolide,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,1234,0.0402723
DB00246,Ziprasidone,DOID:11119,Gilles de la Tourette syndrome,CsCtD,1,812,0.040189549
DB01037,Selegiline,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,1073,0.040180235
DB00989,Rivastigmine,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,1097,0.039883312
DB00630,Alendronate,DOID:5408,Paget's disease of bone,CsCtD,1,200,0.039816544
DB01068,Clonazepam,DOID:10652,Alzheimer's disease,CsCtD,0,1701,0.038905299
DB00985,Dimenhydrinate,DOID:14330,Parkinson's disease,CsCtD,1,1156,0.038856897
DB01075,Diphenhydramine,DOID:14330,Parkinson's disease,CsCtD,1,1156,0.038856897
DB00996,Gabapentin,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,1144,0.03853294
DB00425,Zolpidem,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,1309,0.038390719
DB00282,Pamidronate,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,952,0.038144319
DB00220,Nelfinavir,DOID:14330,Parkinson's disease,CsCtD,0,1851,0.038124353
DB00399,Zoledronate,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,1089,0.037976257
DB01367,Rasagiline,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,1155,0.03780474
DB01043,Memantine,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,1066,0.037718602
DB01232,Saquinavir,DOID:10652,Alzheimer's disease,CsCtD,0,1847,0.037561952
DB00244,Mesalazine,DOID:10652,Alzheimer's disease,CsCtD,0,1845,0.03722074
DB01100,Pimozide,DOID:11119,Gilles de la Tourette syndrome,CsCtD,1,455,0.037083905
DB00745,Modafinil,DOID:10652,Alzheimer's disease,CsCtD,0,1564,0.037023632
DB00635,Prednisone,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,950,0.036968672
DB00705,Delavirdine,DOID:10652,Alzheimer's disease,CsCtD,0,1627,0.036929238
DB00787,Aciclovir,DOID:635,acquired immunodeficiency syndrome,CsCtD,1,903,0.036815994
DB00323,Tolcapone,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,1192,0.036709767
DB00687,Fludrocortisone,DOID:8778,Crohn's disease,CsCtD,0,173,0.036578955
DB01235,L-DOPA,DOID:10652,Alzheimer's disease,CsCtD,0,1244,0.036202485
DB00649,Stavudine,DOID:14330,Parkinson's disease,CsCtD,0,1743,0.036043844
DB01068,Clonazepam,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,1154,0.03586885
DB00884,Risedronate,DOID:5408,Paget's disease of bone,CsCtD,1,268,0.035525302
DB00714,Apomorphine,DOID:14330,Parkinson's disease,CsCtD,1,1054,0.035035385
DB00313,Valproic Acid,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,858,0.034826449
DB00736,Esomeprazole,DOID:10652,Alzheimer's disease,CsCtD,0,1706,0.034823289
DB00338,Omeprazole,DOID:10652,Alzheimer's disease,CsCtD,0,1706,0.034823289
DB00945,Acetylsalicylic acid,DOID:14330,Parkinson's disease,CsCtD,0,1156,0.034667935
DB00451,Levothyroxine,DOID:14330,Parkinson's disease,CsCtD,0,1231,0.034537256
DB00509,Dextrothyroxine,DOID:14330,Parkinson's disease,CsCtD,0,1231,0.034537256
DB00843,Donepezil,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,885,0.034276113
DB00313,Valproic Acid,DOID:10652,Alzheimer's disease,CsCtD,1,1669,0.033996348
DB00376,Trihexyphenidyl,DOID:14330,Parkinson's disease,CsCtD,1,734,0.033725322
DB01048,Abacavir,DOID:14330,Parkinson's disease,CsCtD,0,1691,0.033691589
DB00575,Clonidine,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,873,0.033387108
DB00884,Risedronate,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,852,0.033375444
DB00850,Perphenazine,DOID:11119,Gilles de la Tourette syndrome,CsCtD,1,393,0.033267193
DB00625,Efavirenz,DOID:10652,Alzheimer's disease,CsCtD,0,1486,0.033221441
DB00674,Galantamine,DOID:10652,Alzheimer's disease,CsCtD,1,1327,0.032664539
DB00674,Galantamine,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,970,0.032331842
DB01367,Rasagiline,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,796,0.032252461
DB00503,Ritonavir,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,894,0.03219701
DB01100,Pimozide,DOID:10652,Alzheimer's disease,CsCtD,0,848,0.032090817
DB00268,Ropinirole,DOID:9206,Barrett's esophagus,CsCtD,0,422,0.031396013
DB00916,Metronidazole,DOID:10652,Alzheimer's disease,CsCtD,0,1319,0.031353766
DB00244,Mesalazine,DOID:5408,Paget's disease of bone,CsCtD,0,462,0.031009442
DB01068,Clonazepam,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,766,0.030477723
DB00575,Clonidine,DOID:10652,Alzheimer's disease,CsCtD,0,1131,0.030156159
DB00993,Azathioprine,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,503,0.030086366
DB00424,Hyoscyamine,DOID:10652,Alzheimer's disease,CsCtD,0,1058,0.029965977
DB00572,Atropine,DOID:10652,Alzheimer's disease,CsCtD,0,1058,0.029965977
DB00915,Amantadine,DOID:10652,Alzheimer's disease,CsCtD,0,1029,0.029583826
DB00244,Mesalazine,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,826,0.029399428
DB00244,Mesalazine,DOID:9206,Barrett's esophagus,CsCtD,0,342,0.029389644
DB00425,Zolpidem,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,828,0.029280855
DB00494,Entacapone,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,752,0.02923541
DB00190,Carbidopa,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,839,0.029219188
DB01235,L-DOPA,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,831,0.029195149
DB01186,Pergolide,DOID:11119,Gilles de la Tourette syndrome,CsCtD,1,683,0.029119478
DB00996,Gabapentin,DOID:8778,Crohn's disease,CsCtD,0,788,0.02911129
DB00884,Risedronate,DOID:10652,Alzheimer's disease,CsCtD,0,1079,0.029097575
DB00238,Nevirapine,DOID:14330,Parkinson's disease,CsCtD,0,1273,0.029066833
DB00657,Mecamylamine,DOID:14330,Parkinson's disease,CsCtD,0,567,0.029038258
DB00630,Alendronate,DOID:14330,Parkinson's disease,CsCtD,0,1150,0.028647357
DB00550,Propylthiouracil,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,353,0.02859245
DB01077,Etidronic acid,DOID:14330,Parkinson's disease,CsCtD,0,945,0.028453603
DB00745,Modafinil,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,705,0.02837846
DB00413,Pramipexole,DOID:8778,Crohn's disease,CsCtD,0,833,0.028339923
DB00399,Zoledronate,DOID:10652,Alzheimer's disease,CsCtD,0,1279,0.028242778
DB00916,Metronidazole,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,627,0.028125828
DB00245,Benzatropine,DOID:14330,Parkinson's disease,CsCtD,1,621,0.02805349
DB00224,Indinavir,DOID:10652,Alzheimer's disease,CsCtD,0,1219,0.027981413
DB01583,Liotrix,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,683,0.027922466
DB05271,Rotigotine,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,694,0.02787949
DB00323,Tolcapone,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,769,0.027728596
DB01232,Saquinavir,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,819,0.027716187
DB00502,Haloperidol,DOID:10652,Alzheimer's disease,CsCtD,1,981,0.027699914
DB01175,Escitalopram,DOID:9206,Barrett's esophagus,CsCtD,0,434,0.027677374
DB00215,Citalopram,DOID:9206,Barrett's esophagus,CsCtD,0,434,0.027677374
DB01175,Escitalopram,DOID:8778,Crohn's disease,CsCtD,0,907,0.027612959
DB00215,Citalopram,DOID:8778,Crohn's disease,CsCtD,0,907,0.027612959
DB00503,Ritonavir,DOID:8778,Crohn's disease,CsCtD,0,659,0.027599577
DB00248,Cabergoline,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,692,0.027570808
DB00736,Esomeprazole,DOID:8778,Crohn's disease,CsCtD,0,625,0.027407154
DB00338,Omeprazole,DOID:8778,Crohn's disease,CsCtD,0,625,0.027407154
DB00338,Omeprazole,DOID:5408,Paget's disease of bone,CsCtD,0,422,0.027344718
DB00736,Esomeprazole,DOID:5408,Paget's disease of bone,CsCtD,0,422,0.027344718
DB00900,Didanosine,DOID:14330,Parkinson's disease,CsCtD,0,1025,0.027326298
DB00268,Ropinirole,DOID:8778,Crohn's disease,CsCtD,0,857,0.027314574
DB00313,Valproic Acid,DOID:8778,Crohn's disease,CsCtD,0,639,0.027000584
DB01200,Bromocriptine,DOID:10652,Alzheimer's disease,CsCtD,0,1002,0.026990619
DB00248,Cabergoline,DOID:10652,Alzheimer's disease,CsCtD,0,951,0.026925075
DB00787,Aciclovir,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,511,0.026915216
DB00190,Carbidopa,DOID:10652,Alzheimer's disease,CsCtD,1,1091,0.026803209
DB00850,Perphenazine,DOID:10652,Alzheimer's disease,CsCtD,0,706,0.02672685
DB01033,Mercaptopurine,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,353,0.026649643
DB00945,Acetylsalicylic acid,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,431,0.026639217
DB00630,Alendronate,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,527,0.02651059
DB00734,Risperidone,DOID:8778,Crohn's disease,CsCtD,0,840,0.026377311
DB00268,Ropinirole,DOID:5408,Paget's disease of bone,CsCtD,0,507,0.026375405
DB00495,Zidovudine,DOID:10652,Alzheimer's disease,CsCtD,0,1119,0.026373266
DB00635,Prednisone,DOID:10652,Alzheimer's disease,CsCtD,0,1144,0.026360501
DB00915,Amantadine,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,502,0.026320032
DB00709,Lamivudine,DOID:10652,Alzheimer's disease,CsCtD,0,1216,0.026300871
DB00705,Delavirdine,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,719,0.026184349
DB00502,Haloperidol,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,715,0.02612748
DB00996,Gabapentin,DOID:9206,Barrett's esophagus,CsCtD,0,370,0.026092719
DB01104,Sertraline,DOID:8778,Crohn's disease,CsCtD,0,719,0.026060162
DB01232,Saquinavir,DOID:5408,Paget's disease of bone,CsCtD,0,440,0.026042365
DB01200,Bromocriptine,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,678,0.025961991
DB00572,Atropine,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,516,0.025914192
DB00424,Hyoscyamine,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,516,0.025914192
DB00993,Azathioprine,DOID:14330,Parkinson's disease,CsCtD,0,987,0.025914168
DB00625,Efavirenz,DOID:5408,Paget's disease of bone,CsCtD,0,365,0.025901741
DB00313,Valproic Acid,DOID:5408,Paget's disease of bone,CsCtD,0,401,0.02585062
DB01232,Saquinavir,DOID:8778,Crohn's disease,CsCtD,0,640,0.025807195
DB00674,Galantamine,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,624,0.025725485
DB00787,Aciclovir,DOID:10652,Alzheimer's disease,CsCtD,0,1057,0.025609335
DB00734,Risperidone,DOID:9206,Barrett's esophagus,CsCtD,0,392,0.025440598
DB01200,Bromocriptine,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,495,0.025407177
DB01037,Selegiline,DOID:8778,Crohn's disease,CsCtD,0,722,0.025394975
DB00850,Perphenazine,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,478,0.0253915
DB01043,Memantine,DOID:8778,Crohn's disease,CsCtD,0,723,0.025339451
DB00736,Esomeprazole,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,738,0.025291903
DB00338,Omeprazole,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,738,0.025291903
DB00282,Pamidronate,DOID:10652,Alzheimer's disease,CsCtD,0,1063,0.025260568
DB01235,L-DOPA,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,552,0.025174062
DB00989,Rivastigmine,DOID:5408,Paget's disease of bone,CsCtD,0,468,0.025126489
DB05271,Rotigotine,DOID:10652,Alzheimer's disease,CsCtD,0,898,0.025101817
DB00915,Amantadine,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,651,0.025090149
DB00687,Fludrocortisone,DOID:14330,Parkinson's disease,CsCtD,1,727,0.024835087
DB00705,Delavirdine,DOID:9206,Barrett's esophagus,CsCtD,0,284,0.024724707
DB00399,Zoledronate,DOID:8778,Crohn's disease,CsCtD,0,515,0.024685221
DB01232,Saquinavir,DOID:9206,Barrett's esophagus,CsCtD,0,308,0.024648519
DB01583,Liotrix,DOID:10652,Alzheimer's disease,CsCtD,0,850,0.024604165
DB00884,Risedronate,DOID:8778,Crohn's disease,CsCtD,0,391,0.024570626
DB01043,Memantine,DOID:9206,Barrett's esophagus,CsCtD,0,352,0.024534233
DB00625,Efavirenz,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,674,0.024372052
DB01224,Quetiapine,DOID:8778,Crohn's disease,CsCtD,0,721,0.024316544
DB01186,Pergolide,DOID:8778,Crohn's disease,CsCtD,0,587,0.024172592
DB00313,Valproic Acid,DOID:9206,Barrett's esophagus,CsCtD,0,306,0.024143536
DB00244,Mesalazine,DOID:8778,Crohn's disease,CsCtD,1,473,0.024136118
DB00635,Prednisone,DOID:12361,Graves' disease,CsCtD,0,205,0.024040923
DB00238,Nevirapine,DOID:8778,Crohn's disease,CsCtD,0,315,0.024027013
DB00190,Carbidopa,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,544,0.023883629
DB00709,Lamivudine,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,592,0.023869652
DB00989,Rivastigmine,DOID:9206,Barrett's esophagus,CsCtD,0,354,0.023842858
DB00248,Cabergoline,DOID:5408,Paget's disease of bone,CsCtD,0,255,0.023672378
DB00989,Rivastigmine,DOID:8778,Crohn's disease,CsCtD,0,733,0.023632194
DB00224,Indinavir,DOID:9206,Barrett's esophagus,CsCtD,0,228,0.023596023
DB00246,Ziprasidone,DOID:8778,Crohn's disease,CsCtD,0,604,0.023539486
DB01367,Rasagiline,DOID:8778,Crohn's disease,CsCtD,0,555,0.023531778
DB00705,Delavirdine,DOID:5408,Paget's disease of bone,CsCtD,0,375,0.023495988
DB01077,Etidronic acid,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,409,0.023408934
DB00572,Atropine,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,670,0.023361775
DB00424,Hyoscyamine,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,670,0.023361775
DB00787,Aciclovir,DOID:8778,Crohn's disease,CsCtD,0,452,0.023209725
DB00996,Gabapentin,DOID:5408,Paget's disease of bone,CsCtD,0,466,0.023203521
DB01077,Etidronic acid,DOID:5408,Paget's disease of bone,CsCtD,1,147,0.023174928
DB00413,Pramipexole,DOID:5408,Paget's disease of bone,CsCtD,0,474,0.023134538
DB01104,Sertraline,DOID:9206,Barrett's esophagus,CsCtD,0,340,0.02312331
DB00399,Zoledronate,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,601,0.023063113
DB00413,Pramipexole,DOID:9206,Barrett's esophagus,CsCtD,0,356,0.02299662
DB01037,Selegiline,DOID:5408,Paget's disease of bone,CsCtD,0,420,0.022989908
DB00495,Zidovudine,DOID:5408,Paget's disease of bone,CsCtD,0,297,0.022986486
DB00625,Efavirenz,DOID:8778,Crohn's disease,CsCtD,0,536,0.02295247
DB00220,Nelfinavir,DOID:10652,Alzheimer's disease,CsCtD,0,873,0.022921858
DB01186,Pergolide,DOID:5408,Paget's disease of bone,CsCtD,0,341,0.022913313
DB00224,Indinavir,DOID:5408,Paget's disease of bone,CsCtD,0,330,0.022906982
DB00843,Donepezil,DOID:8778,Crohn's disease,CsCtD,0,605,0.022820743
DB00993,Azathioprine,DOID:8778,Crohn's disease,CsCtD,1,195,0.022786729
DB00843,Donepezil,DOID:9206,Barrett's esophagus,CsCtD,0,300,0.022778016
DB00705,Delavirdine,DOID:8778,Crohn's disease,CsCtD,0,566,0.022697148
